abacus,abacuses|abaci,abacus's|abacus',abacuses'|abaci's
ommiad,ommiades,ommiad's,ommiades'
ommiad,ommiads,ommiad's,ommiads'
omnibus,omnibuses,omnibus's|omnibus',omnibuses'
onager,onagers,onager's,onagers'
onager,onagri,onager's,onagri's
oneida,oneidas,oneida's,oneidas'
onondaga,onondagas,onondaga's,onondagas'
onus,onuses,onus's|onus',onuses'
oogonium,oogonia,oogonium's,oogonia's
oogonium,oogoniums,oogonium's,oogoniums'
oophorectomy,oophorectomies,oophorectomy's,oophorectomies'
ootheca,oothecae,ootheca's,oothecae's
opera_seria,opera_serias,opera_seria's,opera_serias'
opera_seria,operas_seria,opera_seria's,operas_seria's
operculum,opercula,operculum's,opercula's
operculum,operculums,operculum's,operculums'
opossum,opossums,opossum's,opossums'
optimum,optima,optimum's,optima's
optimum,optimums,optimum's,optimums'
opus,opuses,opus's|opus',opuses'
orangeman,orangemen,orangeman's,orangemen's
oratorio,oratorios,oratorio's,oratorios'
orchardman,orchardmen,orchardman's,orchardmen's
orderly,orderlies,orderly's,orderlies'
organa,organums,organa's,organums'
organdie,organdies,organdie's,organdies'
organdy,organdies,organdy's,organdies'
organon,organa,organon's,organa's
organon,organons,organon's,organons'
organum,organa,organum's,organa's
organum,organums,organum's,organums'
orgy,orgies,orgy's,orgies'
oribi,oribis,oribi's,oribis'
orthodoxy,orthodoxies,orthodoxy's,orthodoxies'
orthography,orthographies,orthography's,orthographies'
orthopteran,orthopterans,orthopteran's,orthopterans'
orthopteron,orthoptertera,orthopteron's,orthoptertera's
orthostichy,orthostichies,orthostichy's,orthostichies'
oryx,oryxes,oryx's,oryxes'
os,ora,os's|os',ora's
os,osar,os's|os',osar's
os,ossa,os's|os',ossa's
osage,osages,osage's,osages'
oscitance,oscitances,oscitance's,oscitances'
oscitancy,oscitancies,oscitancy's,oscitancies'
osculum,oscula,osculum's,oscula's
osmanli,osmanlis,osmanli's,osmanlis'
osteoma,osteomas,osteoma's,osteomas'
osteoma,osteomata,osteoma's,osteomata's
osteotomy,osteotomies,osteotomy's,osteotomies'
ostium,ostia,ostium's,ostia's
ostrich,ostriches,ostrich's,ostriches'
ostyak,ostyaks,ostyak's,ostyaks'
othman,ottomans,othman's,ottomans'
otter,otters,otter's,otters'
ottoman,ottomans,ottoman's,ottomans'
ovambo,ovambos,ovambo's,ovambos'
ovariectomy,ovariectomies,ovariectomy's,ovariectomies'
ovariotomy,ovariotomies,ovariotomy's,ovariotomies'
overman,overmen,overman's,overmen's
ovolo,ovoli,ovolo's,ovoli's
ovotestis,ovotestes,ovotestis's|ovotestis',ovotestes'
ovum,ova,ovum's,ova's
ox,oxen,ox's,oxen's
oxymoron,oxymora,oxymoron's,oxymora's
oysterman,oystermen,oysterman's,oystermen's
pachuco,pachucos,pachuco's,pachucos'
paddlefish,paddlefishes,paddlefish's,paddlefishes'
paddy,paddies,paddy's,paddies'
paella,paellas,paella's,paellas'
paeony,paeonies,paeony's,paeonies'
pair,pairs,pair's,pairs'
paisa,paise,paisa's,paise's
paisano,paisanos,paisano's,paisanos'
paiute,paiutes,paiute's,paiutes'
palaestra,palaestras,palaestra's,palaestras'
pale,pales,pale's,pales'
palea,paleae,palea's,paleae's
palestra,palestrae,palestra's,palestrae's
palestra,palestras,palestra's,palestras'
palingenesis,palingeneses,palingenesis's|palingenesis',palingeneses'
pallium,pallia,pallium's,pallia's
pallium,palliums,pallium's,palliums'
palomino,palominos,palomino's,palominos'
palp,palps,palp's,palps'
palpus,palpi,palpus's|palpus',palpi's
palsy,palsies,palsy's,palsies'
pampero,pamperos,pampero's,pamperos'
pancratium,pancratia,pancratium's,pancratia's
pandanus,pandanuses,pandanus's|pandanus',pandanuses'
pandowdy,pandowdies,pandowdy's,pandowdies'
pandy,pandies,pandy's,pandies'
panettone,panettones,panettone's,panettones'
panettone,panettoni,panettone's,panettoni's
panoply,panoplies,panoply's,panoplies'
pansy,pansies,pansy's,pansies'
panther,panthers,panther's,panthers'
panto,pantos,panto's,pantos'
papacy,papacies,papacy's,papacies'
paperknife,paperknives,paperknife's,paperknives'
papilla,papillae,papilla's,papillae's
papilloma,papillomas,papilloma's,papillomas'
papilloma,papillomata,papilloma's,papillomata's
pappus,pappi,pappus's|pappus',pappi's
pappy,pappies,pappy's,pappies'
papula,papulae,papula's,papulae's
papule,papules,papule's,papules'
papyrus,papyri,papyrus's|papyrus',papyri's
papyrus,papyruses,papyrus's|papyrus',papyruses'
para,paras,para's,paras'
parabasis,parabases,parabasis's|parabasis',parabases'
paraleipsis,paraleipses,paraleipsis's|paraleipsis',paraleipses'
paralipsis,paraleipses,paralipsis's|paralipsis',paraleipses'
paralysis,paralyses,paralysis's|paralysis',paralyses'
paramecium,paramecia,paramecium's,paramecia's
parament,paramenta,parament's,paramenta's
parament,paraments,parament's,paraments'
paramo,paramos,paramo's,paramos'
paraphysis,paraphyses,paraphysis's|paraphysis',paraphyses'
parapodium,parapodia,parapodium's,parapodia's
paraselene,paraselenae,paraselene's,paraselenae's
parashah,parashoth,parashah's,parashoth's
parastichy,parastichies,parastichy's,parastichies'
parasyntheton,parasyntheta,parasyntheton's,parasyntheta's
parenthesis,parentheses,parenthesis's|parenthesis',parentheses'
parergon,parerga,parergon's,parerga's
parhelion,parhelia,parhelion's,parhelia's
pari-mutuel,pari-mutuels,pari-mutuel's,pari-mutuels'
pari-mutuel,paris-mutuels,pari-mutuel's,paris-mutuels'
paries,parietes,paries's|paries',parietes'
parody,parodies,parody's,parodies'
parr,parrs,parr's,parrs'
parrotfish,parrotfishes,parrotfish's,parrotfishes'
partridge,partridges,partridge's,partridges'
parulis,parulides,parulis's|parulis',parulides'
pashto,pashtos,pashto's,pashtos'
paso_doble,paso_dobles,paso_doble's,paso_dobles'
paso_doble,pasos_dobles,paso_doble's,pasos_dobles'
passepied,passepieds,passepied's,passepieds'
passer-by,passers-by,passer-by's,passers-by's
passus,passuses,passus's|passus',passuses'
pastorale,pastorales,pastorale's,pastorales'
pastorale,pastorali,pastorale's,pastorali's
patagium,patagia,patagium's,patagia's
patella,patellae,patella's,patellae's
paterfamilias,patresfamilias,paterfamilias's|paterfamilias',patresfamilias'
path,paths,path's,paths'
pathology,pathologies,pathology's,pathologies'
patina,patinae,patina's,patinae's
patio,patios,patio's,patios'
patriarchy,patriarchies,patriarchy's,patriarchies'
patrimony,patrimonies,patrimony's,patrimonies'
patrolman,patrolmen,patrolman's,patrolmen's
patsy,patsies,patsy's,patsies'
pawnee,pawnees,pawnee's,pawnees'
pea,pease,pea's,pease's
peacock,peacocks,peacock's,peacocks'
peafowl,peafowls,peafowl's,peafowls'
pearly,pearlies,pearly's,pearlies'
peavey,peaveys,peavey's,peaveys'
peavy,peavies,peavy's,peavies'
peccavi,peccavis,peccavi's,peccavis'
pecten,pectens,pecten's,pectens'
pecten,pectines,pecten's,pectines'
pekinese,pekingese,pekinese's,pekingese's
pelorus,peloruses,pelorus's|pelorus',peloruses'
pelvis,pelves,pelvis's|pelvis',pelves'
pelvis,pelvises,pelvis's|pelvis',pelvises'
penicillium,penicillia,penicillium's,penicillia's
penicillium,penicilliums,penicillium's,penicilliums'
penis,penes,penis's|penis',penes'
penis,penises,penis's|penis',penises'
penknife,penknives,penknife's,penknives'
penman,penmen,penman's,penmen's
penna,pennae,penna's,pennae's
penni,pennia,penni's,pennia's
penni,pennis,penni's,pennis'
penny,pence,penny's,pence's
penny,pennies,penny's,pennies'
penny-dreadful,penny-dreadfuls,penny-dreadful's,penny-dreadfuls'
pentahedron,pentahedra,pentahedron's,pentahedra's
pentahedron,pentahedrons,pentahedron's,pentahedrons'
pentarchy,pentarchies,pentarchy's,pentarchies'
pentimento,pentimenti,pentimento's,pentimenti's
penumbra,penumbrae,penumbra's,penumbrae's
penumbra,penumbras,penumbra's,penumbras'
peony,peonies,peony's,peonies'
people,peoples,people's,peoples'
peplos,peploses,peplos's|peplos',peploses'
peplum,pepla,peplum's,pepla's
peplum,peplums,peplum's,peplums'
peplus,pepluses,peplus's|peplus',pepluses'
pepo,pepos,pepo's,pepos'
pequot,pequots,pequot's,pequots'
perch,perches,perch's,perches'
perfecto,perfectos,perfecto's,perfectos'
perfidy,perfidies,perfidy's,perfidies'
peri,peris,peri's,peris'
pericardium,pericardia,pericardium's,pericardia's
perichondrium,perichondria,perichondrium's,perichondria's
pericranium,pericrania,pericranium's,pericrania's
peridium,peridia,peridium's,peridia's
perihelion,perihelia,perihelion's,perihelia's
perinephrium,perinephria,perinephrium's,perinephria's
perineum,perinea,perineum's,perinea's
perionychium,perionychiia,perionychium's,perionychiia's
periosteum,periostea,periosteum's,periostea's
periphrasis,periphrases,periphrasis's|periphrasis',periphrases'
peristalsis,peristalses,peristalsis's|peristalsis',peristalses'
perithecium,perithecia,perithecium's,perithecia's
peritoneum,peritonea,peritoneum's,peritonea's
peritoneum,peritoneums,peritoneum's,peritoneums'
permanency,permanencies,permanency's,permanencies'
person,persons,person's,persons'
persona,personae,persona's,personae's
pes,pedes,pes's|pes',pedes'
peso,pesos,peso's,pesos'
peterman,petermen,peterman's,petermen's
petrology,petrologies,petrology's,petrologies'
pfennig,pfennige,pfennig's,pfennige's
pfennig,pfennigs,pfennig's,pfennigs'
phalange,phalanges,phalange's,phalanges'
phalanx,phalanges,phalanx's,phalanges'
phalanx,phalanxes,phalanx's,phalanxes'
phallus,phalli,phallus's|phallus',phalli's
phallus,phalluses,phallus's|phallus',phalluses'
phantasy,phantasies,phantasy's,phantasies'
pharmacy,pharmacies,pharmacy's,pharmacies'
pharyngotomy,pharyngotomies,pharyngotomy's,pharyngotomies'
pharynx,pharynges,pharynx's,pharynges'
pharynx,pharynxes,pharynx's,pharynxes'
phenocopy,phenocopies,phenocopy's,phenocopies'
phenomenon,phenomena,phenomenon's,phenomena's
phenomenon,phenomenons,phenomenon's,phenomenons'
phi,phis,phi's,phis'
phi-phenomenon,phi-phenomena,phi-phenomenon's,phi-phenomena's
philanthropy,philanthropies,philanthropy's,philanthropies'
philodendron,philodendra,philodendron's,philodendra's
philodendron,philodendrons,philodendron's,philodendrons'
philosophy,philosophies,philosophy's,philosophies'
phlebotomy,phlebotomies,phlebotomy's,phlebotomies'
phlox,phloxes,phlox's,phloxes'
phlyctaena,phlyctenae,phlyctaena's,phlyctenae's
phlyctena,phlyctenae,phlyctena's,phlyctenae's
phoney,phoneys,phoney's,phoneys'
phonology,phonologies,phonology's,phonologies'
phony,phonies,phony's,phonies'
photo,photos,photo's,photos'
photocopy,photocopies,photocopy's,photocopies'
phraseology,phraseologies,phraseology's,phraseologies'
phrensy,phrensies,phrensy's,phrensies'
phyle,phylae,phyle's,phylae's
phyllotaxis,phyllotaxes,phyllotaxis's|phyllotaxis',phyllotaxes'
phyllotaxis,phyllotaxtaxes,phyllotaxis's|phyllotaxis',phyllotaxtaxes'
phyllotaxy,phyllotaxies,phyllotaxy's,phyllotaxies'
phylloxera,phylloxerae,phylloxera's,phylloxerae's
phylloxera,phylloxeras,phylloxera's,phylloxeras'
phylogenesis,phylogeneses,phylogenesis's|phylogenesis',phylogeneses'
phylogeny,phylogenies,phylogeny's,phylogenies'
phylum,phyla,phylum's,phyla's
pi,pis,pi's,pis'
piano,pianos,piano's,pianos'
piccolo,piccolos,piccolo's,piccolos'
pichiciego,pichiciegos,pichiciego's,pichiciegos'
pickaninny,pickaninnies,pickaninny's,pickaninnies'
pickerel,pickerels,pickerel's,pickerels'
pie,pies,pie's,pies'
pied-a-terre,pieds-a-terre,pied-a-terre's,pieds-a-terre's
pieman,piemen,pieman's,piemen's
pigfish,pigfishes,pigfish's,pigfishes'
piggy,piggies,piggy's,piggies'
pigmy,pigmies,pigmy's,pigmies'
pigmy,pygmies,pigmy's,pygmies'
pigpen,pigsties,pigpen's,pigsties'
pike,pikes,pike's,pikes'
pikeman,pikemen,pikeman's,pikemen's
pikeperch,pikeperches,pikeperch's,pikeperches'
pileum,pilea,pileum's,pilea's
pileus,pilei,pileus's|pileus',pilei's
pili,pilis,pili's,pilis'
pimento,pimentos,pimento's,pimentos'
pimiento,pimientos,pimiento's,pimientos'
pinchpenny,pinchpennies,pinchpenny's,pinchpennies'
pinetum,pineta,pinetum's,pineta's
pinfish,pinfishes,pinfish's,pinfishes'
pingo,pingos,pingo's,pingos'
pinkie,pinkies,pinkie's,pinkies'
pinky,pinkies,pinky's,pinkies'
pinna,pinnae,pinna's,pinnae's
pinna,pinnas,pinna's,pinnas'
pinnula,pinnulae,pinnula's,pinnulae's
pinnule,pinnules,pinnule's,pinnules'
pinny,pinnies,pinny's,pinnies'
pintail,pintails,pintail's,pintails'
pinto,pintos,pinto's,pintos'
pipefish,pipefishes,pipefish's,pipefishes'
piracy,piracies,piracy's,piracies'
pirog,pirogi,pirog's,pirogi's
piscina,piscinae,piscina's,piscinae's
piscina,piscinas,piscina's,piscinas'
pistachio,pistachios,pistachio's,pistachios'
pitchman,pitchmen,pitchman's,pitchmen's
pithecanthropus,pithecanthropi,pithecanthropus's|pithecanthropus',pithecanthropi's
pithos,pithoi,pithos's|pithos',pithoi's
pitman,pitmen,pitman's,pitmen's
pixie,pixies,pixie's,pixies'
pixy,pixies,pixy's,pixies'
placeman,placemen,placeman's,placemen's
placenta,placentae,placenta's,placentae's
placenta,placentas,placenta's,placentas'
plaice,plaices,plaice's,plaices'
plain-clothesman,plain-clothesmen,plain-clothesman's,plain-clothesmen's
plainsman,plainsmen,plainsman's,plainsmen's
planetarium,planetariia,planetarium's,planetariia's
planetarium,planetariums,planetarium's,planetariums'
planula,planulae,planula's,planulae's
plasmodesm,plasmodesms,plasmodesm's,plasmodesms'
plasmodesma,plasmodesdesmata,plasmodesma's,plasmodesdesmata's
plasmodesma,plasmodesmata,plasmodesma's,plasmodesmata's
plasmodium,plasmodia,plasmodium's,plasmodia's
plateau,plateaus,plateau's,plateaus'
plateau,plateaux,plateau's,plateaux's
platypus,platypuses,platypus's|platypus',platypuses'
plectron,plectra,plectron's,plectra's
plectron,plectrons,plectron's,plectrons'
plectrum,plectra,plectrum's,plectra's
plectrum,plectrums,plectrum's,plectrums'
plenum,plena,plenum's,plena's
plenum,plenums,plenum's,plenums'
pleura,pleurae,pleura's,pleurae's
pleuron,pleura,pleuron's,pleura's
pleurotomy,pleurotomies,pleurotomy's,pleurotomies'
plexus,plexuses,plexus's|plexus',plexuses'
plica,plicae,plica's,plicae's
plonko,plonkos,plonko's,plonkos'
ploughman,ploughmen,ploughman's,ploughmen's
plowman,ploughmen,plowman's,ploughmen's
plug-ugly,plug-uglies,plug-ugly's,plug-uglies'
plumbago,plumbagos,plumbago's,plumbagos'
plutocracy,plutocracies,plutocracy's,plutocracies'
ply,plies,ply's,plies'
pneumectomy,pneumectomies,pneumectomy's,pneumectomies'
pneumectomy,pneumonectomies,pneumectomy's,pneumonectomies'
pneumobacillus,pneumobacilli,pneumobacillus's|pneumobacillus',pneumobacilli's
pneumococcus,pneumococci,pneumococcus's|pneumococcus',pneumococci's
pneumonectomy,pneumonectomies,pneumonectomy's,pneumonectomies'
po,pos,po's,pos'
pochard,pochards,pochard's,pochards'
pocketful,pocketfuls,pocketful's,pocketfuls'
pocketknife,pocketknives,pocketknife's,pocketknives'
podium,podia,podium's,podia's
podium,podiums,podium's,podiums'
poesy,poesies,poesy's,poesies'
pogey,pogeys,pogey's,pogeys'
pogy,pogies,pogy's,pogies'
pointsman,pointsmen,pointsman's,pointsmen's
pokey,pokeys,pokey's,pokeys'
poky,pokies,poky's,pokies'
polecat,polecats,polecat's,polecats'
policeman,policemen,policeman's,policemen's
policewoman,policewomen,policewoman's,policewomen's
policy,policies,policy's,policies'
polis,poleis,polis's|polis',poleis'
politico,politicos,politico's,politicos'
polka,polkas,polka's,polkas'
pollack,pollacks,pollack's,pollacks'
pollex,pollices,pollex's,pollices'
pollinium,polliniia,pollinium's,polliniia's
pollock,pollocks,pollock's,pollocks'
polony,polonies,polony's,polonies'
poly,polys,poly's,polys'
polyanthus,polyanthuses,polyanthus's|polyanthus',polyanthuses'
polychasium,polychasia,polychasium's,polychasia's
polyhedron,polyhedra,polyhedron's,polyhedra's
polyhedron,polyhedrons,polyhedron's,polyhedrons'
polyparium,polyparparia,polyparium's,polyparparia's
polyphony,polyphonies,polyphony's,polyphonies'
polypody,polypodies,polypody's,polypodies'
polypus,polypi,polypus's|polypus',polypi's
polyzoarium,polyzoariia,polyzoarium's,polyzoariia's
pomelo,pomelos,pomelo's,pomelos'
pommy,pommies,pommy's,pommies'
pompano,pompanos,pompano's,pompanos'
poncho,ponchos,poncho's,ponchos'
pondo,pondos,pondo's,pondos'
pons,pontes,pons's|pons',pontes'
pontifex,pontifices,pontifex's,pontifices'
pony,ponies,pony's,ponies'
poppy,poppies,poppy's,poppies'
porgy,porgies,porgy's,porgies'
porpoise,porpoises,porpoise's,porpoises'
portamento,portamenti,portamento's,portamenti's
portfolio,portfolios,portfolio's,portfolios'
portmanteau,portmanteaus,portmanteau's,portmanteaus'
portmanteau,portmanteaux,portmanteau's,portmanteaux's
posada,posadas,posada's,posadas'
posseman,possemen,posseman's,possemen's
postliminium,postliminiia,postliminium's,postliminiia's
postliminy,postliminies,postliminy's,postliminies'
postman,postmen,postman's,postmen's
postmen,postwomen,postmen's,postwomen's
postwoman,postwomen,postwoman's,postwomen's
posy,posies,posy's,posies'
potbelly,potbelllies,potbelly's,potbelllies'
potence,potences,potence's,potences'
potency,potencies,potency's,potencies'
potiche,potiches,potiche's,potiches'
potman,potmen,potman's,potmen's
potpourri,potpourris,potpourri's,potpourris'
potto,pottos,potto's,pottos'
poulterer,poulterers,poulterer's,poulterers'
poultryman,poultrymen,poultryman's,poultrymen's
pout,pouts,pout's,pouts'
praenomen,praenomens,praenomen's,praenomens'
praenomen,praenomina,praenomen's,praenomina's
praxis,praxes,praxis's|praxis',praxes'
praxis,praxises,praxis's|praxis',praxises'
predella,predelle,predella's,predelle's
pregnancy,pregnancies,pregnancy's,pregnancies'
prelacy,prelacies,prelacy's,prelacies'
premaxilla,premaxillae,premaxilla's,premaxillae's
prenomen,prenonomens,prenomen's,prenonomens'
prenomen,prenonomina,prenomen's,prenonomina's
presa,prese,presa's,prese's
presidency,presidencies,presidency's,presidencies'
presidio,presidios,presidio's,presidios'
pressman,pressmen,pressman's,pressmen's
prestissimo,prestissimos,prestissimo's,prestissimos'
presto,prestos,presto's,prestos'
primacy,primacies,primacy's,primacies'
primigravida,primigravidae,primigravida's,primigravidae's
primigravida,primigravidas,primigravida's,primigravidas'
primipara,primiparae,primipara's,primiparae's
primipara,primiparas,primipara's,primiparas'
primo,primi,primo's,primi's
primo,primos,primo's,primos'
primordium,primordia,primordium's,primordia's
principium,principiia,principium's,principiia's
privacy,privacies,privacy's,privacies'
privy,privies,privy's,privies'
pro,pros,pro's,pros'
proboscis,proboscides,proboscis's|proboscis',proboscides'
proboscis,proboscises,proboscis's|proboscis',proboscises'
proces-verbal,proces-verbaux,proces-verbal's,proces-verbaux's
prodigy,prodigies,prodigy's,prodigies'
progeny,progenies,progeny's,progenies'
proglottid,proglotglottides,proglottid's,proglotglottides'
proglottis,proglotglottides,proglottis's|proglottis',proglotglottides'
prognosis,prognoses,prognosis's|prognosis',prognoses'
prolegomenon,prolegomena,prolegomenon's,prolegomena's
prolepsis,prolepses,prolepsis's|prolepsis',prolepses'
proletarian,proletarians,proletarian's,proletarians'
promycelium,promycelilia,promycelium's,promycelilia's
pronephros,pronephra,pronephros's|pronephros',pronephra's
pronephros,pronephroi,pronephros's|pronephros',pronephroi's
